strategy,label,color,total_production_time,production_time_per_item,mean_completion_rate,mean_queue_depth_units,max_queue_depth_units,mean_recv_depth_units,max_recv_depth_units,total_recv_seconds,mean_in_transit_pieces,mean_reorder_placements,mean_batch_prod_hours
uni_rank_cartlabor_norsl,Uni|Rank_cartlabor|noRSL,#d9b45b,26149491.081277885,100.98044100649487,0.2995272781620181,0.0,0.0,0.0,0.0,16025826.45499596,11899.375,1771.45,181.59368806442976
uni_fifo_norsl,Uni|FIFO|noRSL,#d95b5b,26357525.09090119,101.79480431201411,0.29642993643762827,0.0,0.0,0.0,0.0,16058240.679257045,11401.425,1771.725,183.0383686868138
opt_rank_cartlabor_norsl,Opt|Rank_cartlabor|noRSL,#5b80d9,25661961.134957,99.10427218363013,0.3094714563314825,0.0,0.0,0.0,0.0,16030798.153172469,11632.75,1768.575,178.2080634372014
opt_fifo_norsl,Opt|FIFO|noRSL,#5bd9d9,26357525.09090119,101.79480431201411,0.29642993643762827,0.0,0.0,0.0,0.0,16058240.679257045,11401.425,1771.725,183.0383686868138
