strategy,label,color,total_production_time,production_time_per_item,mean_completion_rate,mean_queue_depth,max_queue_depth,mean_in_transit,mean_reorder_placements,mean_batch_prod_hours
uni_fifo_norsl,Uni|FIFO|noRSL,#d95b5b,453081223.3076221,178.70086984019673,0.08759381927309316,39.586666666666666,122.0,0.0,11224.613333333333,1.6780786048430447
uni_rank_random_norsl,Uni|Rank_random|noRSL,#d9715b,450564030.19185436,177.73918309656725,0.08768428964970508,26.56,82.0,0.0,11225.48,1.6687556673772386
uni_rank_popularity_norsl,Uni|Rank_popularity|noRSL,#d9875b,449886790.424897,177.4001539530351,0.08785011889717334,16.613333333333333,73.0,0.0,11225.066666666668,1.6662473719440631
uni_rank_labor_norsl,Uni|Rank_labor|noRSL,#d99e5b,442116487.5650353,174.35347974839584,0.08933436242551118,21.133333333333333,81.0,0.0,11224.986666666666,1.6374684724630935
uni_rank_cartlabor_norsl,Uni|Rank_cartlabor|noRSL,#d9b45b,442089063.6581567,174.34293984651316,0.08964136772382987,21.133333333333333,81.0,0.0,11224.986666666666,1.6373669024376172
uni_rank_minlabor_norsl,Uni|Rank_minlabor|noRSL,#d9ca5b,442966505.17773587,174.42819460166365,0.07615599250947233,22.626666666666665,90.0,0.0,11237.64,1.640616685843466
uni_rank_maxlabor_norsl,Uni|Rank_maxlabor|noRSL,#d1d95b,466201168.7162694,183.60752383948653,0.08537273801159494,20.44,81.0,0.0,11235.066666666668,1.7266709952454422
uni_map_norsl,Uni|Map|noRSL,#bbd95b,443744294.17377687,174.98907430034106,0.08962478833640031,21.44,81.0,0.0,11226.12,1.6434973858288031
uni_map_rank_norsl,Uni|Map_rank|noRSL,#a5d95b,443954930.606854,175.054949020659,0.08933893702358815,20.88,88.0,0.0,11226.84,1.644277520766126
uni_cluster_map_norsl,Uni|CluMap|noRSL,#8fd95b,444414665.6699499,174.98610696714272,0.06941042483228689,24.133333333333333,82.0,0.0,11240.693333333333,1.6459802432220367
uni_cluster_map_rank_norsl,Uni|CluMapRk|noRSL,#79d95b,445870315.29063463,175.57108317938884,0.07109729795974534,26.6,96.0,0.0,11239.626666666667,1.6513715381134617
uni_tmin_norsl,Uni|TripMin|noRSL,#62d95b,450317119.97223157,177.6367362205529,0.08852125839591579,27.16,89.0,0.0,11226.12,1.6678411850823391
uni_tmax_norsl,Uni|TripMax|noRSL,#5bd96a,456246637.9711019,179.90719991794273,0.08750189026478723,23.013333333333332,83.0,0.0,11226.973333333333,1.6898023628559329
uni_cmax_norsl,Uni|MaxClu|noRSL,#5bd980,451235514.51379544,178.06792350698146,0.07144743102277007,44.266666666666666,134.0,0.0,11221.32,1.6712426463473904
uni_cmin_norsl,Uni|MinClu|noRSL,#5bd996,451760264.89579177,177.95863137688664,0.08832931902498899,44.266666666666666,134.0,0.0,11235.306666666667,1.6731861662807104
uni_comp_norsl,Uni|Compact|noRSL,#5bd9ac,452657809.4342383,178.18928695370596,0.0699116940179769,23.466666666666665,77.0,0.0,11242.013333333334,1.6765104053119937
uni_expn_norsl,Uni|Expand|noRSL,#5bd9c3,453430227.349151,178.56012607424321,0.08772357361532074,27.733333333333334,89.0,0.0,11240.946666666667,1.679371212404263
opt_fifo_norsl,Opt|FIFO|noRSL,#5bd9d9,453081223.3076221,178.70086984019673,0.08759381927309316,39.586666666666666,122.0,0.0,11224.613333333333,1.6780786048430447
opt_rank_random_norsl,Opt|Rank_random|noRSL,#5bc3d9,450399144.28445035,177.67161547925485,0.08788621150838889,24.026666666666667,83.0,0.0,11225.613333333333,1.6681449788312976
opt_rank_popularity_norsl,Opt|Rank_popularity|noRSL,#5bacd9,449711185.812389,177.33146863727845,0.088255983202961,15.413333333333334,75.0,0.0,11225.026666666667,1.6655969844903298
opt_rank_labor_norsl,Opt|Rank_labor|noRSL,#5b96d9,440937965.3811385,173.9161509114877,0.09008508591074023,20.72,77.0,0.0,11223.453333333333,1.6331035754856982
opt_rank_cartlabor_norsl,Opt|Rank_cartlabor|noRSL,#5b80d9,440992626.48977757,173.91891476323266,0.09017233254466815,20.72,77.0,0.0,11223.88,1.6333060240362132
opt_rank_minlabor_norsl,Opt|Rank_minlabor|noRSL,#5b6ad9,442080511.13271785,174.05217351680727,0.07412987933206568,20.8,73.0,0.0,11237.853333333333,1.6373352264174736
