strategy,initial,assignment,reslot,metric,n_batches,baseline_median,arm_median,pct_median,ci_lo,ci_hi,hedges_g,rank_biserial,p_wilcoxon,p_holm,better
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,production_time,40,654522.4366877407,632777.586494108,0.6154846430368957,0.5394709163945883,0.7979588425534798,0.0932511614305585,0.5025641025641026,0.006234625012794835,0.01246925002558967,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,production_time,40,654522.4366877407,598571.3844252184,3.329280839399334,2.710105791035304,3.7199792816703297,0.43378920935171955,0.5414634146341464,0.0022767432674299926,0.006830229802289978,arm
opt_fifo_norsl,Opt,FIFO,noRSL,production_time,40,654522.4366877407,654522.4366877407,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,objective_task_labor,40,900.8420049888691,886.4566501181839,0.5224166935262844,0.26957796432872616,0.8147606022043254,0.15180647999723004,0.3923076923076923,0.03275164369024921,0.06550328738049842,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,objective_task_labor,40,900.8420049888691,826.3255840844156,5.78440280961207,4.650501054216682,6.492351949836346,1.4156082378499115,0.9463414634146341,9.74978320300579e-10,2.9249349609017372e-09,arm
opt_fifo_norsl,Opt,FIFO,noRSL,objective_task_labor,40,900.8420049888691,900.8420049888691,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,objective_total_labor,40,579175.672798852,559457.05871633,0.6425290352908268,0.41577831248247343,0.7219433265933426,0.06200271749320109,0.48205128205128206,0.008702132610326449,0.017404265220652897,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,objective_total_labor,40,579175.672798852,528525.9739432,3.64759747547133,2.9646695750118317,4.035330695612514,0.45576655226415697,0.5609756097560976,0.001517616927230847,0.004552850781692541,arm
opt_fifo_norsl,Opt,FIFO,noRSL,objective_total_labor,40,579175.672798852,579175.672798852,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,task_mean_duration,40,1017.992468875856,994.731094194942,0.6080139656436274,0.1769460808028387,0.9233498315510239,0.2080400907962319,0.49743589743589745,0.0067839141974662355,0.013567828394932471,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,task_mean_duration,40,1017.992468875856,931.4012665309033,5.229404394256842,4.549702478125841,6.215318322996252,1.4538848726945488,0.9560975609756097,4.602043190971017e-10,1.380612957291305e-09,arm
opt_fifo_norsl,Opt,FIFO,noRSL,task_mean_duration,40,1017.992468875856,1017.992468875856,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,makespan,40,21405.358507151017,20634.944400850873,0.8875616856053536,0.35353107615331225,1.1632023733764634,0.5785062863710823,0.735897435897436,6.199534129454291e-05,0.00012399068258908582,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,makespan,40,21405.358507151017,19560.277701413685,3.5648671016746354,3.4079370388651737,4.206308388484089,1.2064669047183958,0.973170731707317,1.000444171950221e-10,3.001332515850663e-10,arm
opt_fifo_norsl,Opt,FIFO,noRSL,makespan,40,21405.358507151017,21405.358507151017,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,throughput,40,0.293489507957129,0.2961262871331573,0.8154094167047807,0.4018298255407854,1.2601842709268174,0.7162939768897952,0.841025641025641,4.711523543851019e-06,9.423047087702038e-06,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,throughput,40,0.293489507957129,0.30704404463649865,4.0620367352592535,3.597302630733596,4.427734659345746,1.5547600264780999,1.0,1.8189894035458565e-12,5.4569682106375694e-12,arm
opt_fifo_norsl,Opt,FIFO,noRSL,throughput,40,0.293489507957129,0.293489507957129,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,throughput_task,40,0.009634836698130735,0.009751591904148779,0.6239067540969712,0.4911198012129053,0.8032340444055691,0.6392093691052136,0.7948717948717948,1.5180742262039378e-05,3.0361484524078756e-05,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,throughput_task,40,0.009634836698130735,0.01003241992147465,3.565208403814651,2.9256781497107305,3.8637534295585505,1.3231025913088021,0.9902439024390244,1.2732925824820995e-11,3.8198777474462986e-11,arm
opt_fifo_norsl,Opt,FIFO,noRSL,throughput_task,40,0.009634836698130735,0.009634836698130735,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,queue_depth,40,0.0,0.0,100.0,100.0,100.0,0.38675899837628247,1.0,0.017960477526078766,0.0538814325782363,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,queue_depth,40,0.0,0.0,71.14695340501792,42.47391952309985,80.43478260869566,0.37392234582945255,1.0,0.017960477526078766,0.0538814325782363,arm
opt_fifo_norsl,Opt,FIFO,noRSL,queue_depth,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,sigma_fd,40,17838557.291381296,17384110.596445836,2.547544557053808,1.4776232583164037,3.385032557031792,1.8970843258508168,1.0,5.255295360476943e-08,1.0510590720953886e-07,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,sigma_fd,40,17838557.291381296,15520168.597027712,12.996505311333063,12.783902424413164,13.197600348162556,56.31687844825383,1.0,1.8189894035458565e-12,5.4569682106375694e-12,arm
opt_fifo_norsl,Opt,FIFO,noRSL,sigma_fd,40,17838557.291381296,17838557.291381296,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,picking_pct,40,93.0238004391354,93.09791522426559,0.09163075795329723,0.06813963990285707,0.11295035106400718,0.8328645891278071,0.8435897435897436,4.407167742928806e-06,8.814335485857613e-06,arm
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,picking_pct,40,93.0238004391354,93.21167893313194,0.2389650699792697,0.183842787495955,0.31834683989625195,1.2674890860334398,0.9146341463414634,7.839844329282641e-09,2.3519532987847924e-08,arm
opt_fifo_norsl,Opt,FIFO,noRSL,picking_pct,40,93.0238004391354,93.0238004391354,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,reorder_churn,40,2027.5,1916.0,0.0,0.0,0.04926108374384236,0.002859608009934475,0.03162055335968379,0.8966548223942551,1.0,tie
opt_rank_cartlabor_norsl,Opt,Rank_cartlabor,noRSL,reorder_churn,40,2027.5,1936.5,0.0,0.0,0.0,0.00986155124626316,-0.019762845849802372,0.9353071764818843,1.0,tie
opt_fifo_norsl,Opt,FIFO,noRSL,reorder_churn,40,2027.5,2027.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,tie
uni_rank_cartlabor_norsl,Uni,Rank_cartlabor,noRSL,throughput_elapsed,40,0.23875409283953736,0.23712483439607074,0.0,-0.006795324816527291,0.009164222873901725,0.03290551885155836,0.12698412698412698,0.5639283470028927,1.0,tie
