metric,grouping,better,group_channel,n,n_pos,n_neg,n_zero,n_nan,win_rate,p_sign,ci_lo,ci_hi,median,q1,q3,iqr,min,max,group_assignment,group_scheduler
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,54.843970536155915,53.72823226575515,56.411033089024556,2.682800823269403,51.87939964061985,59.61383856156348,cluster_map_rank,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,57.95478841216824,55.93486754418032,59.65424861606468,3.7193810718843565,54.56845837415625,60.05927579381427,cmax,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,41.33504626748244,40.98482996159167,41.54758239172091,0.5627524301292368,40.10552806273493,42.01384374562074,cmin,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,58.81875041479895,56.172213687419884,62.27287774888268,6.100664061462794,54.69121637342052,66.17664688299605,comp,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,41.444464931135194,40.84582956388737,42.29748487835359,1.4516553144662225,39.83791027680654,44.06855790534616,expn,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,42.63377480853238,41.07634557966073,44.19120403740402,3.1148584577432885,41.07634557966073,44.19120403740402,fifo,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,43.97933354041112,42.487359609941535,45.470683880305195,2.98332427036366,41.70974519612272,46.2464275223975,map,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,43.880934010686474,42.46921626593739,45.14946895678828,2.6802526908508923,41.94762642935888,45.241510397424946,map_rank,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,45.100327323899634,44.663803067845535,45.54925880954255,0.8854557416970152,44.278500586463586,45.971782979690936,rank_cartlabor,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,45.25743935802568,44.799341960704474,45.78606197883966,0.9867200181351876,44.5311076691211,46.26587194090139,rank_labor,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,43.20626964378401,42.62300914759797,43.880682864402885,1.2576737168049164,42.53215164892188,44.244998536377445,rank_maxlabor,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,57.055354907655,56.031842644210954,58.18969538661141,2.1578527424004577,55.294285178656956,59.25973749870253,rank_minlabor,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.7457660923878,43.568318915905586,45.818547700816254,2.250228784910668,42.63017123861725,46.442698673943326,rank_popularity,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.230130161441565,42.98411075809129,45.36925051050909,2.3851397524177997,42.5681445619045,45.46451954384767,rank_random,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.273306474024444,43.8149056591476,44.55991733608552,0.7450116769379207,43.101091560270866,44.75836157651496,tmax,
thr_gain_vs_ref_pct,channel_x_rule,higher,store,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,44.4979118530822,44.13252164324791,44.85879890784976,0.7262772646018476,43.68916433170011,45.28864675419737,tmin,
thr_gain_vs_ref_pct,channel_x_rule,higher,,136,136,0,0,0,1.0,1.1479437019748901e-41,0.9782133893889967,1.0,30.64669442110199,5.487781865582897,44.8163662690377,39.328584403454805,4.687984047840343,66.17664688299605,,
thr_gain_vs_ref_pct,scheduler,higher,,136,136,0,0,0,1.0,1.1479437019748901e-41,0.9782133893889967,1.0,30.64669442110199,5.487781865582897,44.8163662690377,39.328584403454805,4.687984047840343,66.17664688299605,,lpt
thr_gain_vs_ref_pct,scheduler,higher,,136,136,0,0,0,1.0,1.1479437019748901e-41,0.9782133893889967,1.0,30.64669442110199,5.487781865582897,44.8163662690377,39.328584403454805,4.687984047840343,66.17664688299605,,
auc_gain_vs_ref_pct,channel,higher,fulfillment,68,68,0,0,0,1.0,3.3881317890172014e-21,0.956901435179904,1.0,5.459427324865237,5.231757680377619,13.140408633373973,7.908650952996354,4.6518738461648415,21.081043570856437,,
auc_gain_vs_ref_pct,channel,higher,store,68,68,0,0,0,1.0,3.3881317890172014e-21,0.956901435179904,1.0,44.96385659724062,42.89015683098335,50.80271347292944,7.9125566419460895,40.03169281987589,65.07802537359542,,
auc_gain_vs_ref_pct,channel,higher,,136,136,0,0,0,1.0,1.1479437019748901e-41,0.9782133893889967,1.0,30.556368195366165,5.475975658873405,44.85613581334508,39.380160154471675,4.6518738461648415,65.07802537359542,,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,16.91615941663873,14.305348749205582,19.479137926240092,5.173789177034511,13.420867174139623,20.220123027810686,cluster_map,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,17.16836497184881,15.671984853111644,18.946549089929924,3.2745642368182803,14.382902370216962,21.081043570856437,cluster_map_rank,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,16.557710998845895,14.846240059153768,18.13501298705274,3.2887729278989717,14.12182877849076,18.456917413259895,cmax,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.151595731432836,4.943154776849915,5.273178854026677,0.33002407717676174,4.6518738461648415,5.30388628874451,cmin,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,16.09880098786293,14.543117566839069,17.410690690578125,2.8675731237390565,13.136932989295808,18.085494113195395,comp,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,9.899692009171925,9.057038702043988,10.507448397309256,1.450409695265268,7.953879317974908,10.905917024406506,expn,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.224020185254728,5.15015786575691,5.297882504752546,0.14772463899563615,5.15015786575691,5.297882504752546,fifo,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,5.605657488837311,5.493903161565269,5.687261429300584,0.19335826773531473,5.379536738871597,5.711176691567949,map,
auc_gain_vs_ref_pct,channel_x_rule,higher,fulfillment,4,4,0,0,0,1.0,0.0625,0.472870804501588,1.0,6.022285900168885,5.93236355357235,6.040127996497936,0.10776444292558551,5.69209326116756,6.0641575381002735,map_rank,
