cell,scheduler,pair,pickcfg,channel,arm,initial,assignment,items,elapsed_hours,labor_hours,mean_thr_items_hr,auc_item_hours,shape_index,auc_gain_vs_ref_pct,thr_gain_vs_ref_pct,labor_delta_vs_ref_pct
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_cartlabor_norsl,uni,rank_cartlabor,2535569.0,5.437504945943509,122.79204835752759,466311.11607385054,6919052.769600801,1.0036944902177383,46.80567427136858,45.971782979690936,-0.008525334407849527
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_labor_norsl,uni,rank_labor,2535614.0,5.445677657666721,122.79376863642376,465619.5535977464,6937746.022104418,1.0048779598826798,46.0748630142602,46.26587194090139,-0.013326911700173305
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_maxlabor_norsl,uni,rank_maxlabor,2538981.0,5.810232645463016,129.49481484369997,436984.39544974006,7429677.988798903,1.0072725850040634,43.66734136449445,43.75924430707803,-0.004254660923330711
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_minlabor_norsl,uni,rank_minlabor,2539303.0,5.801531236390664,123.0495472580807,437695.30776150565,7447952.325079427,1.0111363491471557,55.4875112370816,59.25973749870253,0.002678521110710541
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_popularity_norsl,uni,rank_popularity,2536029.0,5.534249743462819,124.98066033543597,458242.6015370222,7050924.476955792,1.0047617403836964,46.60496471180222,46.442698673943326,0.009688389079220983
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_rank_random_norsl,uni,rank_random,2534955.0,5.571209308646266,125.15900152821776,455009.82992433326,7102434.646923688,1.0058136208787756,45.71904779148265,45.46451954384767,0.0018588500564575838
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_tmax_norsl,uni,tmax,2535911.0,5.641901914394328,126.7535676195116,449478.0374557852,7191769.8616809,1.0053244338392828,43.82000747420376,44.052843692106514,0.01451089249322468
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_lt0,store,store,uni_tmin_norsl,uni,tmin,2534890.0,5.569543980606822,125.07146545323856,455134.2100585791,7101054.89927576,1.0059447074324905,44.74841502944953,44.71551629240056,-0.013289377178560269
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_cluster_map_norsl,opt,cluster_map,5032130.0,0.9146497809794027,17.660579394828943,5501701.4212933155,2309390.7829072718,1.0035077641033803,20.220123027810686,20.790737531295278,0.010655913323831534
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_cluster_map_rank_norsl,opt,cluster_map_rank,5027205.0,0.9162090413846384,17.653398781308944,5486962.879565716,2309625.897431171,1.0028834575616288,21.081043570856437,21.455478565397446,0.0002894846757861558
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_cmax_norsl,opt,cmax,4958988.0,0.897094648623449,17.661492208804475,5527831.436303116,2237008.2115704813,1.0056949065017236,18.456917413259895,17.137465617416893,0.0007060916028533981
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_cmin_norsl,opt,cmin,4955074.0,0.8990910365604994,17.644303010463002,5511203.869805875,2241149.422845598,1.006113545224192,5.262943042454065,5.071173679157215,-0.006567689809888755
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_comp_norsl,opt,comp,5036706.0,0.9181816758702062,17.64565237757231,5485522.23635531,2317327.634156724,1.0021718825711459,18.085494113195395,18.740282249219533,-0.020577775542407473
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_expn_norsl,opt,expn,5042501.0,0.9191312421123955,17.695053610452803,5486159.939913543,2325713.540972637,1.0036047212591828,10.905917024406506,9.17287612872084,0.003281503947705211
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_fifo_norsl,opt,fifo,4960108.0,0.9010302764996984,17.66820596573893,5504929.334082883,2248140.298384789,1.006057699081092,5.15015786575691,5.064044438629467,-0.012540142245387464
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_map_norsl,opt,map,4956195.0,0.898221224930434,17.64302053094715,5517788.78347464,2239913.8022804353,1.0063049363717937,5.379536738871597,5.335498877000244,0.0006085727499716143
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_map_rank_norsl,opt,map_rank,4954816.0,0.8979876360540636,17.63575289959101,5517688.441427154,2238738.639908647,1.0063186055377809,5.69209326116756,5.441154640860879,0.0013191943719181864
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_rank_cartlabor_norsl,opt,rank_cartlabor,4967230.0,0.9006107587586579,17.687187154927518,5515401.577976372,2249347.235664581,1.0056227702711877,4.9899826237065925,5.204749437528822,-0.008239693910327972
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_rank_labor_norsl,opt,rank_labor,4967070.0,0.9005434856005097,17.68912703773042,5515635.923664261,2249625.145963866,1.0058545483601873,5.426330656848899,5.394207454867317,0.0004674203921917197
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_rank_maxlabor_norsl,opt,rank_maxlabor,4967280.0,0.9007937563804848,17.689984797992956,5514336.6223576255,2250287.5010469127,1.0058286338472795,4.940500925615224,4.986592441764803,-0.0007116357473635482
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_rank_minlabor_norsl,opt,rank_minlabor,5018589.0,0.9183843769742914,17.688287220164124,5464584.465748688,2313269.1714018425,1.0038066032996815,13.778696951734831,12.994994537550264,-0.019214197477179784
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_rank_popularity_norsl,opt,rank_popularity,4967301.0,0.900671994123502,17.688734330096484,5515105.423960672,2249857.7052633846,1.0057682250664373,5.208299233198749,5.28476990422031,0.0007159671343792695
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_rank_random_norsl,opt,rank_random,4961676.0,0.9010253801933663,17.666602864642957,5506699.488237712,2248394.6116393795,1.0058589993274467,5.253690264817066,5.243521500424664,0.0015714297197932936
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_tmax_norsl,opt,tmax,4960790.0,0.9001426697047338,17.66777243545429,5511115.256459563,2246057.1890215618,1.0059783023869837,5.225717434379061,5.439915483510416,0.0023093468817458884
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,opt_tmin_norsl,opt,tmin,4960761.0,0.8999540980789643,17.666383972065493,5512237.802560382,2245560.6997491773,1.0059725531714314,5.497726226424402,5.661963841897877,0.00570115472038335
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_cluster_map_norsl,uni,cluster_map,5026485.0,0.9149099732810283,17.661140583210177,5493966.780112954,2310925.782024427,1.0050166132529157,19.232142892383226,20.02459950177302,-0.0011480315902479
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_cluster_map_rank_norsl,uni,cluster_map_rank,5021751.0,0.9143341746586533,17.655069672982076,5492249.047646897,2308737.620147948,1.0056444198748546,18.235050929621085,19.749709437402153,0.015570884618432146
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_cmax_norsl,uni,cmax,4958914.0,0.8972033504729673,17.6622258460346,5527079.226115096,2236676.4081006194,1.0054389124998264,14.12182877849076,15.503985305156265,-0.0011049669200069445
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_cmin_norsl,uni,cmin,4958948.0,0.8999270972749295,17.665267119021543,5510388.580381897,2244759.6388533786,1.0060115285702163,4.6518738461648415,4.687984047840343,-0.0032072001349026102
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_comp_norsl,uni,comp,5029705.0,0.9137517844087671,17.647785741336637,5504454.366953072,2306419.8427613876,1.003685406482195,17.18575621637237,19.063644488574717,0.009592430485150238
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_expn_norsl,uni,expn,5035077.0,0.9155394447420362,17.69735416375139,5499574.080523304,2315904.538961613,1.0047718820235403,10.374625521610172,8.974444139540182,0.010537965453027986
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_fifo_norsl,uni,fifo,4960108.0,0.9010302764996984,17.66820596573893,5504929.334082883,2248140.298384789,1.006057699081092,5.15015786575691,5.064044438629467,-0.012540142245387464
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_map_norsl,uni,map,4956046.0,0.8984759027374856,17.643538863072756,5516058.900299795,2240061.6987141194,1.0061163663127775,5.6792896752114626,5.43920798015014,0.0038715609288475505
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_map_rank_norsl,uni,map_rank,4955021.0,0.8977652818377768,17.63715878786222,5519283.380904181,2238113.332690452,1.0062450666815625,6.0321181492971565,5.674025309969499,-0.0005355615412705461
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_cartlabor_norsl,uni,rank_cartlabor,4967359.0,0.9004905736219277,17.688170545527907,5516280.95341457,2249289.549494441,1.005705075261203,5.289471677915207,5.242117637445798,-0.011773702246098416
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_labor_norsl,uni,rank_labor,4967165.0,0.9005849414076089,17.689075375240623,5515487.514410745,2249509.9584157816,1.0057375106780826,5.390424434776775,5.421235730141971,-0.004636110218791956
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_maxlabor_norsl,uni,rank_maxlabor,4967416.0,0.9011366116178567,17.68922802090378,5512389.5044967085,2250951.6999060707,1.0057151800272992,4.788961219613852,4.835882516498424,-0.008694448585611081
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_minlabor_norsl,uni,rank_minlabor,5011434.0,0.9141222799269381,17.688453829680103,5482235.921873103,2304399.6962843146,1.0060544716186497,11.466053349596613,11.561624278650818,0.00885318646781652
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_popularity_norsl,uni,rank_popularity,4967355.0,0.9008958426819778,17.68943430211742,5513795.007880295,2250368.7320729303,1.005735775880192,5.2337710957104715,5.143863116609371,7.602565834652353e-05
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_rank_random_norsl,uni,rank_random,4962014.0,0.9007865995405316,17.669009455742653,5508534.43260701,2248210.8340059547,1.0059748654645426,5.275348318859782,5.267544152149428,0.016311612110664342
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_tmax_norsl,uni,tmax,4961036.0,0.9002443142761307,17.67068920851952,5510766.267920364,2246652.354312014,1.006081365481396,4.976594386405209,5.0617383756649925,0.01655967099023492
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,ful_calibrated,fulfillment,uni_tmin_norsl,uni,tmin,4960900.0,0.8997755425871902,17.665749774842336,5513486.158709719,2244929.6696836143,1.0058612520384431,5.492523992881574,5.817445165598856,-0.002202623831737416
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cluster_map_norsl,opt,cluster_map,1957321.0,5.254558297707563,102.17199615965039,372499.6258684449,5242288.201370875,1.0194187527404004,53.33401137240229,56.81061212958183,-0.009513836558272537
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cluster_map_rank_norsl,opt,cluster_map_rank,1957160.0,5.433375455423804,102.27943685561357,360210.704387507,5404914.9456247175,1.0165361135222382,51.05030279118059,55.34343126484491,0.00738116912430975
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cmax_norsl,opt,cmax,1957906.0,5.1283462377240765,102.68182193707264,381781.1647734816,5012326.207173909,0.9983898272471129,57.512771466905235,59.51923955681482,-0.011946490776038043
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_cmin_norsl,opt,cmin,1963769.0,4.736541745181922,103.08222274136014,414599.7450561,4756704.179380276,1.022785046312693,40.03169281987589,40.10552806273493,-0.006259482703074859
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_comp_norsl,opt,comp,1959758.0,5.39694856461203,103.91598613693579,363123.3421141342,5324987.062593417,1.006926632048488,52.876115090215784,56.66587945875301,-0.018101328059749733
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_expn_norsl,opt,expn,1959758.0,4.802573404585281,104.11063862750842,408064.1428882506,4823856.8734751465,1.0250568489374767,40.9821036463424,41.707127202689406,-0.027210158529822337
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_fifo_norsl,opt,fifo,1959472.0,4.734518982628882,102.91460754790576,413869.28792330803,4754730.232159758,1.025040330230066,41.477213780856815,41.07634557966073,-0.021893329426636576
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_map_norsl,opt,map,1986589.0,4.6227154876666665,101.75142212403524,429745.02871746896,4691259.254886362,1.0216784629985771,42.443987687568,41.70974519612272,0.004526920816561031
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_map_rank_norsl,opt,map_rank,1985507.0,4.631785471203682,101.74868343258802,428669.8968128197,4699202.209201836,1.0219608770855573,42.44397713176981,42.64307954479689,0.0025759026726301926
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_cartlabor_norsl,opt,rank_cartlabor,2018105.0,4.597944177765784,102.08239163723746,438914.63705864956,4731275.4925291315,1.0197665910980835,43.78781976587801,44.278500586463586,-0.00229950234279519
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_labor_norsl,opt,rank_labor,2017917.0,4.596188500929565,102.0714596194345,439041.3925781944,4729206.7332363585,1.019805063480631,43.60462276266777,44.888753391232264,-0.009229461009152562
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_maxlabor_norsl,opt,rank_maxlabor,2023042.0,4.930101790683973,107.92025289637445,410344.87438429444,5071350.56315119,1.0169341764316515,42.62753429501875,42.53215164892188,0.014159562493176736
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_minlabor_norsl,opt,rank_minlabor,2023313.0,4.99962769554938,102.54355740798287,404692.73378118407,4999999.877724359,0.9885513926693612,53.61788839068716,55.294285178656956,0.033460728211021085
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_popularity_norsl,opt,rank_popularity,2026331.0,4.720326908472033,104.26698126465637,429277.6833661977,4870667.597368781,1.018441345420521,42.16850982107697,42.63017123861725,0.0519311846238768
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_rank_random_norsl,opt,rank_random,1949008.0,4.749631734011236,103.31944480393518,410349.28793394944,4767034.061364211,1.0299228447777136,41.6332568067109,43.12276615682023,-0.00619115702412687
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_tmax_norsl,opt,tmax,1951390.0,4.752332472817802,104.32884254842297,410617.31500510144,4753976.337515815,1.02526497206812,43.712095618785234,44.493769255942375,0.06791898681952624
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,opt_tmin_norsl,opt,tmin,1948812.0,4.69946381998326,103.30719028432341,414688.15904341656,4710280.888470891,1.0286284839389643,43.5164777374149,43.68916433170011,0.02223964489840302
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cluster_map_norsl,uni,cluster_map,1957701.0,5.188951079997517,102.41383243566678,377282.6087234834,5191930.457286919,1.0221930490695879,53.487814876655,54.64995992104444,0.021572228576327568
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cluster_map_rank_norsl,uni,cluster_map_rank,1956155.0,5.120525194389017,102.43160321590234,382022.33672114747,5128092.365549387,1.0239248030219936,56.857811859493246,59.61383856156348,-0.025507738579966244
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cmax_norsl,uni,cmax,1957775.0,4.886299114176959,102.66471582183664,400666.2208459101,4873234.213920558,1.0188364011847284,51.47428124539921,54.56845837415625,0.01038740285435047
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_cmin_norsl,uni,cmin,1964420.0,4.723519488405503,103.09883726527545,415880.57481755415,4745258.582518304,1.0227978828833661,41.3100443934898,42.01384374562074,-0.03693617016539141
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_comp_norsl,uni,comp,1957492.0,5.232906943413436,103.87396208521143,374073.53525822953,5250535.858243879,1.0251575556190535,57.384362521435996,60.971621370844886,-0.03628750027361294
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_expn_norsl,uni,expn,1959048.0,4.7711146538371,104.08062471446931,410605.9363768305,4790582.745576311,1.0250697353426794,43.657077448282045,44.06855790534616,-0.013666149953306395
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_fifo_norsl,uni,fifo,1959472.0,4.734518982628882,102.91460754790576,413869.28792330803,4754730.232159758,1.025040330230066,41.477213780856815,41.07634557966073,-0.021893329426636576
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_map_norsl,uni,map,1986087.0,4.635299614403389,102.05830965296032,428470.03758475056,4696109.43511127,1.0202159869056056,43.75594921527197,42.746564414547805,-0.025969419138238692
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_map_rank_norsl,uni,map_rank,1985534.0,4.629985644602136,102.03695288238615,428842.3663504946,4689755.847804666,1.0202891223932617,43.76720643028354,41.94762642935888,-0.02293121511636187
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_cartlabor_norsl,uni,rank_cartlabor,2018423.0,4.6125282125973115,102.4356174708823,437595.8058072077,4736593.544149343,1.0175245410273646,43.58273902620512,44.792237228306185,-0.0015779286519523872
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_labor_norsl,uni,rank_labor,2018301.0,4.61743630180778,102.42786514620266,437104.2431510775,4744042.234696095,1.0181029457861834,43.83446538184361,44.5311076691211,-0.015454817059334935
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_maxlabor_norsl,uni,rank_maxlabor,2022549.0,4.900720121599254,107.5082448361099,412704.4495126118,5046803.4201292135,1.0183274049702968,41.9720802847014,42.653294980489996,-0.0030717270597446777
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_minlabor_norsl,uni,rank_minlabor,2022542.0,4.785025875349358,102.77481215415867,422681.51786166313,4921818.240086431,1.0171235914373065,51.90464856860143,56.27769513272896,-0.007366763845706448
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_popularity_norsl,uni,rank_popularity,2027250.0,4.713739212073623,104.30480168096112,430072.58331293886,4857864.44612225,1.0167227167907915,42.977697676304885,43.88103480833503,-0.01849457469973448
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_rank_random_norsl,uni,rank_random,1949615.0,4.743168249521654,103.35645015705039,411036.4417700379,4756604.528308159,1.0287495372491386,41.798577167941744,42.5681445619045,-0.019970912844902156
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_tmax_norsl,uni,tmax,1951017.0,4.741506998836853,104.21438359416555,411476.1404925918,4751045.216220348,1.0271685409018745,42.135202873182756,43.101091560270866,0.0401758082041459
k1_off_lpt,lpt,mixed_20260816_131535__mixed_realistic_bell_ltrand0-5,store,store,uni_tmin_norsl,uni,tmin,1948834.0,4.6854845779877135,103.3575196605564,415930.0852585391,4689430.186700568,1.0271188740773227,43.35359772287916,44.28030741376385,0.023836728575643562
