strategy,label,color,total_production_time,production_time_per_item,mean_completion_rate,mean_queue_depth_units,max_queue_depth_units,mean_recv_depth_units,max_recv_depth_units,total_recv_seconds,mean_in_transit_pieces,mean_reorder_placements,mean_batch_prod_hours
uni_rank_minlabor_norsl,Uni|Rank_minlabor|noRSL,#d9ca5b,23579051.250626393,18.746428256747667,1.202023255465562,261.9,5334.0,0.0,0.0,4742338.094380254,56556.325,14344.775,163.7434114626833
uni_fifo_norsl,Uni|FIFO|noRSL,#d95b5b,23629970.42941893,18.785074337011594,1.2022847975030468,579.4,7683.0,0.0,0.0,4759516.003531785,51588.35,14397.825,164.09701687096478
opt_rank_minlabor_norsl,Opt|Rank_minlabor|noRSL,#5b6ad9,23309171.377534762,18.52601394192493,1.2154207237697827,430.05,7768.0,0.0,0.0,4795913.897176602,55762.5,14498.075,161.86924567732476
opt_fifo_norsl,Opt|FIFO|noRSL,#5bd9d9,23629970.42941893,18.785074337011594,1.2022847975030468,579.4,7683.0,0.0,0.0,4759516.003531785,51588.35,14397.825,164.09701687096478
