strategy,label,color,total_production_time,production_time_per_item,mean_completion_rate,mean_queue_depth_units,max_queue_depth_units,mean_recv_depth_units,max_recv_depth_units,total_recv_seconds,mean_in_transit_pieces,mean_reorder_placements,mean_batch_prod_hours
uni_rank_cartlabor_norsl,Uni|Rank_cartlabor|noRSL,#d9b45b,26227004.61827057,101.28446543758716,0.29976143414926276,0.0,0.0,0.0,0.0,16095187.302989393,11940.425,1780.15,182.13197651576783
uni_fifo_norsl,Uni|FIFO|noRSL,#d95b5b,26339448.449542053,101.7171341332702,0.2967104486349087,5.375,215.0,0.0,0.0,16095098.654298965,11600.475,1780.85,182.91283645515313
opt_rank_cartlabor_norsl,Opt|Rank_cartlabor|noRSL,#5b80d9,25675283.100695122,99.14691383560184,0.30935533678673965,3.325,131.0,0.0,0.0,16049735.655719275,11606.575,1771.825,178.30057708816057
opt_fifo_norsl,Opt|FIFO|noRSL,#5bd9d9,26339448.449542053,101.7171341332702,0.2967104486349087,5.375,215.0,0.0,0.0,16095098.654298965,11600.475,1780.85,182.91283645515313
